LICENSE NUMBER,BUSINESS NAME,LICENSE TYPE,LICENSE EXPIRATION DATE,LICENSE STATUS,PIN,WARD,DISTRICT COUNCIL,ADDRESS,Location,COUNT
0090805,MOSCOW ON THE HILL,Liquor On Sale - 101-180 Seats,01/01/2020,Active,012823120081,1,8,371 SELBY AVE  ST PAUL MN 55102-1822,"(44.9467309610567, -93.115696132972)",1
0016280,ORDWAY CENTER FOR THE PERFORMING ARTS,Liquor On Sale - Theater,02/11/2020,Active,062822240076,2,17,345 WASHINGTON ST  ST PAUL MN 55114-1010,"(44.9446206098512, -93.098039035982)",1
20070004407,BEST WESTERN PLUS COMO PARK HOTEL,Liquor On Sale - 101-180 Seats,01/03/2020,Active,272923130041,4,10,1010 BANDANA BLVD W  ST PAUL MN 55108-5107,"(44.9711866774573, -93.154379840642)",1
20170004319,HERITAGE TEA HOUSE,Liquor On Sale - 100 seats or less,01/25/2019,Delinquent,362923420151,1,8,360 UNIVERSITY AVE W STE 103 ST PAUL MN 55103,"(44.9555173358337, -93.115284678422)",1
20100004268,SPEEDWAY #4430,Malt Off Sale,12/01/2019,Active,272922320138,6,2,846 JOHNSON PKWY  ST PAUL MN 55106-3420,"(44.9669991749469, -93.044585996627)",1
0019289,HOLIDAY STATIONSTORE #45,Malt Off Sale,03/31/2019,Active Pending Ren,062822440002,2,3,200 WABASHA ST S  ST PAUL MN 55107-1804,"(44.9369162212582, -93.08698128459)",1
20170001228,LITTLE BURMA LLC,Malt Off Sale,02/05/2020,Active Pending Ren,292922120209,6,5,1097 PAYNE AVE  ST PAUL MN 55130,"(44.974315399624, -93.073670733653)",1
20100004253,SPEEDWAY #4419,Malt Off Sale,12/01/2019,Active,022823310141,2,16,925 GRAND AVE  ST PAUL MN 55105-3015,"(44.9403614413139, -93.139239311222)",1
0016351,HAT TRICK LOUNGE,Liquor On Sale - 101-180 Seats,04/01/2019,Active Pending Ren,062822110014,2,17,134 5TH ST E  ST PAUL MN 55101-1622,"(44.9475639257441, -93.090253628945)",1
20140003190,TARGET STORE T2229,Liquor Off Sale,02/01/2020,Active,342923420020,1,13,1300 UNIVERSITY AVE W  ST PAUL MN 55104,"(44.9533106930594, -93.155534480638)",1
0018675,EL BURRITO MERCADO,Liquor On Sale - 101-180 Seats,04/01/2019,Active Pending Ren,082822240214,2,3,175 CESAR CHAVEZ ST  ST PAUL MN 55101-1401,"(44.9298056407821, -93.07771100357)",1
0078350,JIMMY'S FOOD MARKET,Malt Off Sale,03/31/2019,Active Pending Ren,352922230114,7,1,532 WHITE BEAR AVE N  ST PAUL MN 55106-6005,"(44.9574819482833, -93.024923277144)",1
20020000805,LAMPLIGHTER LOUNGE,Liquor On Sale - 101-180 Seats,04/01/2019,Active Pending Ren,242923110002,5,6,160 LARPENTEUR AVE W  ST PAUL MN 55113-6704,"(44.9913661714742, -93.106869574353)",1
0097163,HASKELL'S,Liquor Off Sale,01/31/2020,Active,172823120080,3,15,2221 FORD PKWY  ST PAUL MN 55116-1800,"(44.9181957670677, -93.193895843138)",1
0016113,MORELLI'S DISCOUNT LIQUOR,Liquor Off Sale,01/31/2020,Active,322922210199,5,5,535 TEDESCO ST  ST PAUL MN 55130,"(44.9602097062171, -93.077975715963)",1
0049923,LANDMARK BEVERAGE SERVICE,Liquor On Sale - 181-290 Seats,01/01/2020,Active,062822210049,2,17,75 5TH ST W STE 404 ST PAUL MN 55102,"(44.9452278939053, -93.097188104688)",1
20180002156,BIG TOP LIQUORS,Liquor Off Sale,02/01/2020,Active,342923320005,1,13,1544 UNIVERSITY AVE W  ST PAUL MN 55104-3908,"(44.9553798888329, -93.164123846404)",1
0016385,MGM LIQUOR WAREHOUSE,Liquor Off Sale,01/31/2020,Active,342922440010,7,1,275 WHITE BEAR AVE N  ST PAUL MN 55106-6026,"(44.9501023395044, -93.025637684928)",1
20110002908,UNIVERSITY OF ST THOMAS,Liquor On Sale - 291 or more Seats,01/31/2020,Active,052823140002,4,13,2115 SUMMIT AVE  ST PAUL MN 55105-1048,"(44.9435485818821, -93.189058585452)",1
20190000107,TASTE OF RONDO RESTAURANT,Liquor On Sale - 100 seats or less,01/14/2020,Pending,352923340005,1,8,976 CONCORDIA AVE  ST PAUL MN 55104-5419,"(44.9511155368278, -93.141245418213)",1
0016295,GRAND 7 SALOON,Malt Off Sale,04/01/2019,Active Pending Ren,012823410020,2,9,315 7TH ST W  ST PAUL MN 55102-2326,"(44.9411729148966, -93.107235612483)",1
20040001008,KEYS ROBERT STREET CAFE,Liquor On Sale - 101-180 Seats,02/01/2020,Active,312922431524,2,17,504 ROBERT ST N  ST PAUL MN 55101-2246,"(44.9510265926558, -93.094082629485)",1
20060004156,SHAMROCK'S IRISH NOOK,Liquor On Sale - 181-290 Seats,12/10/2019,Active,112823140194,2,9,995 7TH ST W  ST PAUL MN 55102-3519,"(44.9271550539524, -93.127784005148)",1
0016212,DEGIDIO'S BAR,Malt Off Sale,03/31/2019,Active Pending Ren,012823410141,2,9,425 7TH ST W  ST PAUL MN 55102-2730,"(44.9390669632034, -93.110282597812)",1
20030000566,THE LIFFEY,Liquor On Sale - 181-290 Seats,03/06/2019,Active Pending Ren,062822230171,2,9,175 7TH ST W  ST PAUL MN 55102-2520,"(44.9443654261233, -93.103333769247)",1
0015773,MANCINI'S CHAR HOUSE,Liquor On Sale - 291 or more Seats,01/31/2020,Active,012823430248,2,9,531 7TH ST W  ST PAUL MN 55102-3641,"(44.9367977613927, -93.113644950078)",1
0016295,GRAND 7 SALOON,Liquor On Sale - 100 seats or less,04/01/2019,Active Pending Ren,012823410020,2,9,315 7TH ST W  ST PAUL MN 55102-2326,"(44.9411729148966, -93.107235612483)",1
0015931,COZY CANTINA,Malt Off Sale,03/31/2019,Active Pending Ren,082822240037,2,3,202 CESAR CHAVEZ ST  ST PAUL MN 55107-2310,"(44.9293864686099, -93.076914119382)",1
20100004251,SPEEDWAY #4413,Malt Off Sale,12/01/2019,Active,042823320020,4,14,2051 GRAND AVE  ST PAUL MN 55105-1446,"(44.9404799138615, -93.187125699292)",1
20130004840,THE TURF CLUB,Liquor On Sale - 291 or more Seats,01/01/2020,Active,332923140085,4,11,1601 UNIVERSITY AVE W  ST PAUL MN 55104-3820,"(44.9558634010527, -93.167957293239)",1
20190000491,JOSEPH'S GRILL,Liquor On Sale - 291 or more Seats,02/28/2020,Pending,062822410036,2,3,140 WABASHA ST S  ST PAUL MN 55107-1819,"(44.9383640230226, -93.088314549394)",1
20130000646,DOUBLETREE BY HILTON SAINT PAUL,Liquor On Sale - 291 or more Seats,04/07/2019,Active Pending Ren,062822120020,2,17,411 MINNESOTA ST  ST PAUL MN 55101-1703,"(44.9479734187806, -93.093448281771)",1
20180004243,ALLIANZ FIELD,Liquor On Sale - 291 or more Seats,10/01/2019,Active,342923320003,1,13,400 SNELLING AVE N  ST PAUL MN 55104-3822,"(44.9534992882412, -93.166701375588)",1
20160001598,NORTH GARDEN THEATER LLC,Liquor On Sale - 101-180 Seats,04/19/2019,Active Pending Ren,112823140136,2,9,929 7TH ST W  ST PAUL MN 55102-3501,"(44.92838966129, -93.126204138177)",1
0016348,YARUSSO BROTHERS,Liquor On Sale - 101-180 Seats,01/31/2020,Active,,5,5,637 PAYNE AVE  ST PAUL MN 55130-4541,"(44.9608376345939, -93.077414887351)",1
20180000336,PARLOUR,Liquor On Sale - 101-180 Seats,04/06/2019,Active Pending Ren,062822230150,2,9,267 7TH ST W  ST PAUL MN 55102-2409,"(44.9424105785576, -93.105610931013)",1
20130000648,INTERCONTINENTAL SAINT PAUL RIVERFRONT,Liquor On Sale - 291 or more Seats,04/07/2019,Active Pending Ren,062822130224,2,17,11 KELLOGG BLVD E  ST PAUL MN 55101-1005,"(44.9443298077083, -93.092544874584)",1
20070000508,NGON VIETNAMESE BISTRO,Liquor On Sale - 100 seats or less,04/27/2019,Active Pending Ren,352923130217,1,7,799 UNIVERSITY AVE W  ST PAUL MN 55104-4806,"(44.9560907099047, -93.133778640164)",1
20180000129,GRAND CATCH,Liquor On Sale - 100 seats or less,02/14/2020,Active Pending Ren,042823410029,3,14,1672 GRAND AVE  ST PAUL MN 55105-1804,"(44.9399518197282, -93.170784599412)",1
20090000399,SUN FOODS II INC,Malt Off Sale,02/12/2020,Active,362923320102,1,8,544 UNIVERSITY AVE W  ST PAUL MN 55106,"(44.954925109465, -93.124294636655)",1
20190000312,THE LOON CAFE ST PAUL,Liquor On Sale - 101-180 Seats,02/08/2020,Pending,062822210041,2,17,426 ST PETER ST  ST PAUL MN 55102-1105,"(44.9466770402071, -93.096901975392)",1
0016395,CHRISTENSEN'S BAR,Liquor On Sale - 100 seats or less,02/28/2019,Delinquent,342923230180,4,11,1567 UNIVERSITY AVE W  ST PAUL MN 55104-3903,"(44.9558653477721, -93.166343758371)",1
20160004054,SAKANA,Liquor On Sale - 100 seats or less,03/05/2020,Active Pending Ren,162823220012,3,15,740 CLEVELAND AVE S  ST PAUL MN 55116-1345,"(44.9191408575746, -93.187108097986)",1
0068396,BILLY'S VICTORIAN BAR,Liquor On Sale - 100 seats or less,04/30/2019,Active Pending Ren,352923120182,1,7,859 THOMAS AVE  ST PAUL MN 55104-2750,"(44.9594550521386, -93.136303082495)",1
0092598,J R MAC'S,Liquor On Sale - 101-180 Seats,04/30/2019,Active Pending Ren,112823340185,2,9,1420 7TH ST W  ST PAUL MN 55102-4206,"(44.9198471085404, -93.138022931152)",1
20140003000,WORLD OF BEER,Liquor On Sale - 101-180 Seats,02/16/2019,Delinquent,312922440074,2,17,356 SIBLEY ST  ST PAUL MN 55101,"(44.94865749983, -93.087915044906)",1
20140000553,PHALEN PARK GOLF COURSE & CLUB HOUSE,Liquor On Sale - 181-290 Seats,04/18/2019,Active Pending Ren,212922230003,6,5,1615 PHALEN DRIVE  ST PAUL MN 55106,"(44.9890373503855, -93.062586078092)",1
20160002909,BRUNSON'S PUB,Liquor On Sale - 101-180 Seats,02/15/2020,Active,292922420347,6,5,956 PAYNE AVE  ST PAUL MN 55130,"(44.9700735805879, -93.073387800817)",1
0016190,BOCA CHICA,Liquor On Sale - 181-290 Seats,04/30/2019,Active Pending Ren,082822220013,2,3,11 CESAR CHAVEZ ST  ST PAUL MN 55107-2225,"(44.9337624251778, -93.083714613713)",1
20120000515,PERRIER WINES & LIQUORS,Liquor Off Sale,04/29/2019,Active Pending Ren,022823410074,2,16,666 GRAND AVE  ST PAUL MN 55105-3402,"(44.9397396173172, -93.128129927263)",1
0016383,LA CUCARACHA RESTAURANT,Liquor On Sale - 101-180 Seats,01/01/2020,Active,012823320037,2,16,36 DALE ST S  ST PAUL MN 55102-2608,"(44.9403325074864, -93.126073030163)",1
20180004365,PIMENTO JAMAICAN KITCHEN,Liquor On Sale - 100 seats or less,02/12/2020,Active,122823230137,2,9,928 7 ST W UNIT 104 ST PAUL MN 55102,"(44.9287264559048, -93.124903672844)",1
0031224,CUB FOODS,Malt Off Sale,02/29/2020,Active,342923310021,1,13,1440 UNIVERSITY AVE W  ST PAUL MN 55104,"(44.9531199918782, -93.161111852454)",1
0016111,TOWN & COUNTRY CLUB,Liquor On Sale - 291 or more Seats,02/29/2020,Active,322923340013,4,13,300 MISSISSIPPI RIVER BLVD N  ST PAUL MN 55104-5607,"(44.9491063627879, -93.198767467302)",1
20190000396,DUE,Liquor On Sale - 100 seats or less,02/19/2020,Pending,092823240156,3,14,475 FAIRVIEW AVE S  ST PAUL MN 55105-1712,"(44.9273370361522, -93.177486363357)",1
20170000011,J R ASIAN FOODS LLC,Malt Off Sale,03/21/2020,Active,202922430176,6,5,1234 PAYNE AVE  ST PAUL MN 55130-3539,"(44.978584648017, -93.073380820902)",1
20190000431,KING THAI RESTAURANT,Liquor On Sale - 181-290 Seats,02/22/2020,Pending,362923140139,1,7,225 UNIVERSITY AVE W  ST PAUL MN 55103-2045,"(44.9559548042147, -93.109719833322)",1
20070004714,DANNECKER'S GROCERY & LIQUORS,Liquor Off Sale,03/03/2020,Active,112823130146,2,9,793 RANDOLPH AVE  ST PAUL MN 55102-3415,"(44.9269666558203, -93.133476239656)",1
0096489,KELLY'S DEPOT BAR AND GRILL,Liquor On Sale - 100 seats or less,04/30/2019,Active Pending Ren,052822220003,2,17,241 KELLOGG BLVD E  ST PAUL MN 55101-1408,"(44.9480223219153, -93.085373206398)",1
20190000309,ON'S KITCHEN,Liquor On Sale - 100 seats or less,02/08/2020,Pending,332923140187,4,11,1613 UNIVERSITY AVE W  ST PAUL MN 55104-3820,"(44.95585741593, -93.168443318702)",1
20160000423,ALARY'S BAR,Liquor On Sale - 101-180 Seats,04/15/2019,Active Pending Ren,312922430061,2,17,139 7TH ST E  ST PAUL MN 55101-2333,"(44.9501615531189, -93.092553788476)",1
20100003374,CHECKER BAR,Liquor On Sale - 181-290 Seats,02/01/2020,Active,282922230175,6,5,992 ARCADE ST  ST PAUL MN 55106-3202,"(44.9713704825946, -93.065823833738)",1
20140000557,COMO PARK GOLF COURSE & CLUB HOUSE,Liquor On Sale - 101-180 Seats,04/18/2019,Active Pending Ren,222923440003,4,10,1431 LEXINGTON PKWY N  ST PAUL MN 55103-1060,"(44.984201506512, -93.146247395601)",1
20150000314,PROFESSIONAL SPORTS CATERING,Liquor On Sale - 291 or more Seats,03/18/2020,Active,322922330383,2,17,360 BROADWAY ST  ST PAUL MN 55101,"(44.9508076867253, -93.083869308091)",1
20110004770,DAMERA,Liquor On Sale - 100 seats or less,04/10/2019,Active Pending Ren,352923130235,1,7,823 UNIVERSITY AVE W  ST PAUL MN 55104-4808,"(44.9559123853925, -93.134923708867)",1
20140000218,SUNSHINE MARKET,Malt Off Sale,04/18/2019,Active Pending Ren,272922430001,7,2,1658 7TH ST E  ST PAUL MN 55106-4202,"(44.9665891150026, -93.030598812557)",1
0016021,GOPHER BAR,Liquor On Sale - 100 seats or less,01/31/2020,Active,312922440020,2,17,241 7TH ST E  ST PAUL MN 55101-2346,"(44.9510948671498, -93.088534767685)",1
0016384,THE SPOT BAR,Malt Off Sale,04/28/2019,Active Pending Ren,112823130161,2,9,859 RANDOLPH AVE  ST PAUL MN 55102-3418,"(44.9270847299952, -93.136273705528)",1
0011707,RISTORANTE LUCI ANCORA,Liquor On Sale - 100 seats or less,01/31/2020,Active,082823410041,3,15,2060 RANDOLPH AVE  ST PAUL MN 55105-1333,"(44.9268002796574, -93.187691609153)",1
20150000044,THE LEXINGTON,Liquor On Sale - 291 or more Seats,02/01/2020,Active,022823320102,2,16,1096 GRAND AVE  ST PAUL MN 55105-3001,"(44.9398719071634, -93.146341376428)",1
0017479,THE UNIVERSITY CLUB DOWNTOWN,Liquor On Sale - 291 or more Seats,01/31/2020,Active,062822120277,2,17,340 CEDAR ST  ST PAUL MN 55101-1100,"(44.9458172680916, -93.092537356777)",1
20110005029,PORKY'S BAR,Liquor On Sale - 100 seats or less,03/10/2020,Active Pending Ren,292922130015,6,5,1080 PAYNE AVE  ST PAUL MN 55130-3843,"(44.9737337432745, -93.073217852177)",1
0022440,SHERWOOD LOUNGE,Liquor On Sale - 100 seats or less,04/30/2019,Active Pending Ren,232922320182,6,2,1418 WHITE BEAR AVE N  ST PAUL MN 55106-2403,"(44.9841653886531, -93.025015380595)",1
0016386,COSSETTA'S,Liquor On Sale - 291 or more Seats,01/31/2020,Active,062822230130,2,9,211 7TH ST W  ST PAUL MN 55102-2520,"(44.9437565629129, -93.103910824817)",1
0016366,PATRICK MCGOVERN'S PUB,Liquor On Sale - 291 or more Seats,02/28/2020,Active,062822230175,2,9,225 7TH ST W  ST PAUL MN 55102-2522,"(44.9433996810813, -93.104306865093)",1
0016246,O'GARA'S BAR & GRILL,Liquor On Sale - 291 or more Seats,02/28/2019,Delinquent,032823220159,1,13,164 SNELLING AVE N  ST PAUL MN 55104,"(44.9462304712468, -93.16678073781)",1
20140000555,HIGHLAND NATIONAL GOLFCOURSE & CLUBHOUSE,Liquor On Sale - 181-290 Seats,04/18/2019,Active Pending Ren,152823210003,3,15,1403 MONTREAL AVE  ST PAUL MN 55116-2460,"(44.9131553333929, -93.158045828638)",1
20060003739,HOOVER'S PUB,Liquor On Sale - 100 seats or less,02/21/2020,Active,302922340086,1,6,755 JACKSON ST  ST PAUL MN 55117-5536,"(44.9641241651672, -93.09805263289)",1
20050000245,SAKURA JAPANESE RESTAURANT,Liquor On Sale - 181-290 Seats,02/04/2020,Active,062822130234,2,17,350 ST PETER ST 195 ST PAUL MN 55102,"(44.9449665788739, -93.094824227354)",1
20070004801,AIRPORT BP,Malt Off Sale,02/05/2020,Active,212823140002,3,15,2526 7TH ST W  ST PAUL MN 55116-2817,"(44.900819610055, -93.171631380334)",1
20160003381,MOUNDS LIQUOR,Liquor Off Sale,12/06/2019,Active,332922310234,7,4,1047 HUDSON ROAD  ST PAUL MN 55106-6106,"(44.9523478568154, -93.056244799029)",1
20130000138,TOASTED WINE+SPIRITS+ALES,Liquor Off Sale,04/01/2020,Active Pending Ren,252923320047,1,6,560 COMO AVE  ST PAUL MN 55103-1508,"(44.968758004568, -93.124051984283)",1
20110005065,THE LITTLE WINE SHOPPE,Liquor Off Sale,02/13/2020,Active,202923420086,4,12,2236 CARTER AVE  ST PAUL MN 55108-1639,"(44.9812484326257, -93.195227958461)",1
20180001030,BIRCH'S LOWERTOWN,Liquor On Sale - 101-180 Seats,03/03/2020,Active,322922330317,2,17,289 5TH ST E UNIT 104 ST PAUL MN 55101,"(44.9503870483025, -93.085523997325)",1
20170000384,ARCADE BAR,Liquor On Sale - 100 seats or less,04/28/2019,Active Pending Ren,282922320109,6,5,932 ARCADE ST  ST PAUL MN 55106-3851,"(44.9695001291504, -93.065820061819)",1
20180004578,THE MIDWAY SALOON,Liquor On Sale - 100 seats or less,02/28/2020,Active,342923230180,4,11,1567 UNIVERSITY AVE W  ST PAUL MN 55104-3903,"(44.9558653477721, -93.166343758371)",1
20140003742,WATTERS PUB,Liquor On Sale - 100 seats or less,05/01/2019,Active Pending Ren,332923240067,4,13,502 LYNNHURST AVE E  ST PAUL MN 55104-3406,"(44.9560865379603, -93.179823957473)",1
20080000233,W & T MARKET,Malt Off Sale,04/04/2019,Active Pending Ren,362923120149,1,7,604 WESTERN AVE N  ST PAUL MN 55103-1664,"(44.9594986454998, -93.115990316757)",1
20080000081,AXEL'S BONFIRE,Liquor On Sale - 291 or more Seats,04/04/2019,Active Pending Ren,022823420202,2,16,850 GRAND AVE  ST PAUL MN 55105-3397,"(44.9398343684359, -93.135974328424)",1
20110000863,ORIGINAL CONEY ISLAND,Liquor On Sale - 101-180 Seats,04/30/2019,Active Pending Ren,062822210075,2,17,444 ST PETER ST  ST PAUL MN 55104-4809,"(44.9472529390552, -93.097434604084)",1
20130001003,MINTAHOE CATERING & EVENTS,Liquor On Sale - 291 or more Seats,02/21/2020,Approved,312922440615,2,17,255 6TH ST E  ST PAUL MN 55101,"(44.9506617323386, -93.087114094933)",1
20170000305,BRIGADE,Liquor On Sale - 100 seats or less,01/31/2020,Active,092823230206,3,14,470 CLEVELAND AVE S  ST PAUL MN 55105-1350,"(44.9274354704621, -93.187228461276)",1
0018084,EAST SIDE LIQUOR STORE,Liquor Off Sale,04/30/2019,Active Pending Ren,222922330205,6,2,1361 MARYLAND AVE E  ST PAUL MN 55106-2862,"(44.9779260395423, -93.042967514674)",1
0016326,SWEENEY'S SALOON,Liquor On Sale - 181-290 Seats,01/31/2020,Active,012823230085,1,8,96 DALE ST N  ST PAUL MN 55102-2039,"(44.944191810743, -93.126106307494)",1
0014348,THE UNIVERSITY CLUB OF ST PAUL,Liquor On Sale - 291 or more Seats,01/31/2020,Active,012823310001,2,16,420 SUMMIT AVE  ST PAUL MN 55102-2624,"(44.9410874077065, -93.117508472936)",1
0016384,THE SPOT BAR,Liquor On Sale - 100 seats or less,04/28/2019,Active Pending Ren,112823130161,2,9,859 RANDOLPH AVE  ST PAUL MN 55102-3418,"(44.9270847299952, -93.136273705528)",1
0016227,SHARRETT'S LIQUORS,Liquor Off Sale,01/31/2020,Active,292923340018,4,12,2389 UNIVERSITY AVE W  ST PAUL MN 55114-1507,"(44.9642378079269, -93.197809955804)",1
20160003973,PALACE THEATRE,Liquor On Sale - Theater,03/06/2020,Active Pending Ren,062822210077,2,17,17 7TH PLACE W  ST PAUL MN 55104-4809,"(44.9471194308325, -93.096693738346)",1
0043940,THE COMMODORE,Liquor On Sale - 181-290 Seats,01/31/2020,Active,012823240075,1,8,79 WESTERN AVE N  ST PAUL MN 55102-4601,"(44.9438217946921, -93.117044679906)",1
20190000443,WILLARD'S LIQUORS,Liquor On Sale - 100 seats or less,02/22/2020,Pending,352923140043,1,7,738 THOMAS AVE  ST PAUL MN 55104-2745,"(44.9592228422489, -93.131267091076)",1
20130000654,PARKWAY LIQUOR BARREL,Liquor Off Sale,04/22/2019,Active Pending Ren,192922110068,5,5,301 WHEELOCK PKWY E  ST PAUL MN 55130,"(44.9908745854927, -93.087983077338)",1
