IndexKey,Coordinates,OutputKey
cedar_sherburne,"44.956855, -93.100879",cedar_sherburne
front_lexington,"44.970295, -93.146572",lexington_front
stinson_lexington,"44.969316, -93.146529",lexington_stinson
burgess_lexington,"44.968423, -93.146587",lexington_burgess
piercebutler_lexington,"44.966484, -93.146616",lexington_piercebutler
hubbard_lexington,"44.965723, -93.146601",lexington_hubbard
seminary_lexington,"44.964816, -93.146601",lexington_seminary
englewood_lexington,"44.963926, -93.146539",lexington_englewood
minnehaha_lexington,"44.963024, -93.146609",lexington_minnehaha
vanburen_lexington,"44.962103, -93.146530",lexington_vanburen
blair_lexington,"44.961202, -93.146541",lexington_blair
lafond_lexington,"44.960284, -93.146534",lexington_lafond
thomas_lexington,"44.959371, -93.146547",lexington_thomas
edmund_lexington,"44.958471, -93.146540",lexington_edmund
charles_lexington,"44.957558, -93.146543",lexington_charles
sherburne_lexington,"44.956644, -93.146545",lexington_sherburne
university_lexington,"44.955826, -93.146539",lexington_university
front_oxford,"44.970215, -93.144056",oxford_front
stinson_oxford,"44.969306, -93.144063",oxford_stinson
burgess_oxford,"44.968405, -93.144056",oxford_burgess
topping_oxford,"44.967506, -93.144072",oxford_topping
piercebutler_oxford,"44.966474, -93.144070",oxford_piercebutler
hubbard_oxford,"44.965716, -93.144085",oxford_hubbard
seminary_oxford,"44.964801, -93.144073",oxford_seminary
englewood_oxford,"44.963907, -93.144076",oxford_englewood
minnehaha_oxford,"44.963013, -93.144076",oxford_minnehaha
vanburen_oxford,"44.962097, -93.144085",oxford_vanburen
blair_oxford,"44.961194, -93.144074",oxford_blair
lafond_oxford,"44.960278, -93.144086",oxford_lafond
thomas_oxford,"44.959368, -93.144091",oxford_thomas
edmund_oxford,"44.958459, -93.144094",oxford_edmund
charles_oxford,"44.957553, -93.144087",oxford_charles
sherburne_oxford,"44.956642, -93.144086",oxford_sherburne
university_oxford,"44.955836, -93.144082",oxford_university
front_chatsworth,"44.970208, -93.141528",chatsworth_front
stinson_chatsworth,"44.969301, -93.141536",chatsworth_stinson
burgess_chatsworth,"44.968396, -93.141537",chatsworth_burgess
topping_chatsworth,"44.967497, -93.141540",chatsworth_topping
piercebutler_chatsworth,"44.966144, -93.141543",chatsworth_piercebutler
hubbard_chatsworth,"44.965703, -93.141542",chatsworth_hubbard
seminary_chatsworth,"44.964802, -93.141549",chatsworth_seminary
englewood_chatsworth,"44.963893, -93.141544",chatsworth_englewood
minnehaha_chatsworth,"44.963002, -93.141548",chatsworth_minnehaha
vanburen_chatsworth,"44.962081, -93.141554",chatsworth_vanburen
blair_chatsworth,"44.961184, -93.141555",chatsworth_blair
lafond_chatsworth,"44.960268, -93.141565",chatsworth_lafond
thomas_chatsworth,"44.959365, -93.141564",chatsworth_thomas
edmund_chatsworth,"44.958455, -93.141557",chatsworth_edmund
charles_chatsworth,"44.957550, -93.141556",chatsworth_charles
sherburne_chatsworth,"44.956638, -93.141563",chatsworth_sherburne
university_chatsworth,"44.955828, -93.141563",chatsworth_university
piercebutler_milton,"44.965095, -93.139137",milton_piercebutler
minnehaha_milton,"44.963004, -93.139146",milton_minnehaha
lafond_milton,"44.960266, -93.139028",milton_lafond
thomas_milton,"44.959361, -93.139031",milton_thomas
edmund_milton,"44.958450, -93.139026",milton_edmund
charles_milton,"44.957543, -93.139026",milton_charles
sherburne_milton,"44.956645, -93.139025",milton_sherburne
university_milton,"44.955831, -93.139018",milton_university
piercebutler_victoria,"44.964735, -93.136493",victoria_piercebutler
englewood_victoria,"44.963890, -93.136498",victoria_englewood
minnehaha_victoria,"44.962988, -93.136503",victoria_minnehaha
vanburen_victoria,"44.962078, -93.136498",victoria_vanburen
blair_victoria,"44.961174, -93.136490",victoria_blair
lafond_victoria,"44.960275, -93.136490",victoria_lafond
thomas_victoria,"44.959355, -93.136492",victoria_thomas
edmund_victoria,"44.958449, -93.136487",victoria_edmund
charles_victoria,"44.957542, -93.136495",victoria_charles
sherburne_victoria,"44.956632, -93.136486",victoria_sherburne
university_victoria,"44.955825, -93.136478",victoria_university
piercebutler_avon,"44.964723, -93.133974",avon_piercebutler
englewood_avon,"44.963888, -93.133975",avon_englewood
minnehaha_avon,"44.962981, -93.133966",avon_minnehaha
vanburen_avon,"44.962087, -93.133971",avon_vanburen
blair_avon,"44.961176, -93.133970",avon_blair
lafond_avon,"44.960263, -93.133969",avon_lafond
thomas_avon,"44.959357, -93.133967",avon_thomas
edmund_avon,"44.958443, -93.133968",avon_edmund
charles_avon,"44.957532, -93.133967",avon_charles
sherburne_avon,"44.956632, -93.133946",avon_sherburne
university_avon,"44.955826, -93.133951",avon_university
piercebutler_grotto,"44.964722, -93.131433",grotto_piercebutler
englewood_grotto,"44.963878, -93.131431",grotto_englewood
minnehaha_grotto,"44.962975, -93.131446",grotto_minnehaha
vanburen_grotto,"44.962068, -93.131437",grotto_vanburen
blair_grotto,"44.961170, -93.131442",grotto_blair
lafond_grotto,"44.960253, -93.131436",grotto_lafond
thomas_grotto,"44.959356, -93.131431",grotto_thomas
edmund_grotto,"44.958439, -93.131433",grotto_edmund
charles_grotto,"44.957534, -93.131426",grotto_charles
sherburne_grotto,"44.956629, -93.131421",grotto_sherburne
university_grotto,"44.955823, -93.131420",grotto_university
front_stalbans,"44.970162, -93.128903",stalbans_front
burgess_stalbans,"44.968488, -93.128864",stalbans_burgess
piercebutler_stalbans,"44.964715, -93.128956",stalbans_piercebutler
minnehaha_stalbans,"44.962968, -93.128920",stalbans_minnehaha
vanburen_stalbans,"44.962057, -93.128917",stalbans_vanburen
blair_stalbans,"44.961157, -93.128898",stalbans_blair
lafond_stalbans,"44.960255, -93.128905",stalbans_lafond
thomas_stalbans,"44.959350, -93.128908",stalbans_thomas
edmund_stalbans,"44.958442, -93.128904",stalbans_edmund
charles_stalbans,"44.957537, -93.128905",stalbans_charles
sherburne_stalbans,"44.956629, -93.128896",stalbans_sherburne
university_stalbans,"44.955823, -93.128895",stalbans_university
como_dale,"44.970180, -93.126367",dale_como
front_dale,"44.970181, -93.126285",dale_front
burgess_dale,"44.968365, -93.126252",dale_burgess
topping_dale,"44.967460, -93.126260",dale_topping
minnehaha_dale,"44.962978, -93.126323",dale_minnehaha
vanburen_dale,"44.962049, -93.126341",dale_vanburen
blair_dale,"44.961157, -93.126340",dale_blair
lafond_dale,"44.960251, -93.126380",dale_lafond
thomas_dale,"44.959342, -93.126371",dale_thomas
edmund_dale,"44.958439, -93.126376",dale_edmund
charles_dale,"44.957541, -93.126320",dale_charles
sherburne_dale,"44.956637, -93.126377",dale_sherburne
university_dale,"44.955828, -93.126376",dale_university
minnehaha_kent,"44.962986, -93.123826",kent_minnehaha
vanburen_kent,"44.962048, -93.123821",kent_vanburen
blair_kent,"44.961153, -93.123816",kent_blair
lafond_kent,"44.960254, -93.123811",kent_lafond
thomas_kent,"44.959354, -93.123806",kent_thomas
edmund_kent,"44.958457, -93.123799",kent_edmund
charles_kent,"44.957558, -93.123794",kent_charles
sherburne_kent,"44.956657, -93.123794",kent_sherburne
university_kent,"44.955837, -93.123795",kent_university
minnehaha_mackubin,"44.962985, -93.121261",mackubin_minnehaha
vanburen_mackubin,"44.962058, -93.121261",mackubin_vanburen
blair_mackubin,"44.961158, -93.121254",mackubin_blair
lafond_mackubin,"44.960255, -93.121253",mackubin_lafond
thomas_mackubin,"44.959365, -93.121234",mackubin_thomas
edmund_mackubin,"44.958469, -93.121234",mackubin_edmund
charles_mackubin,"44.957567, -93.121249",mackubin_charles
sherburne_mackubin,"44.956661, -93.121237",mackubin_sherburne
university_mackubin,"44.955842, -93.121236",mackubin_university
minnehaha_arundel,"44.962968, -93.118671",arundel_minnehaha
vanburen_arundel,"44.962067, -93.118676",arundel_vanburen
blair_arundel,"44.961177, -93.118683",arundel_blair
lafond_arundel,"44.960274, -93.118678",arundel_lafond
thomas_arundel,"44.959368, -93.118665",arundel_thomas
edmund_arundel,"44.958472, -93.118665",arundel_edmund
charles_arundel,"44.957576, -93.118668",arundel_charles
sherburne_arundel,"44.956669, -93.118676",arundel_sherburne
university_arundel,"44.955853, -93.118679",arundel_university
como_western,"44.964581, -93.116155",western_como
minnehaha_western,"44.962967, -93.116180",western_minnehaha
vanburen_western,"44.962279, -93.116176",western_vanburen
blair_western,"44.961430, -93.116181",western_blair
lafond_western,"44.960448, -93.116174",western_lafond
thomas_western,"44.959379, -93.116175",western_thomas
edmund_western,"44.958481, -93.116175",western_edmund
charles_western,"44.957571, -93.116178",western_charles
sherburne_western,"44.956677, -93.116159",western_sherburne
university_western,"44.955870, -93.116148",western_university
como_virginia,"44.963801, -93.114719",virginia_como
minnehaha_virginia,"44.962975, -93.114728",virginia_minnehaha
vanburen_virginia,"44.962274, -93.114736",virginia_vanburen
blair_virginia,"44.961427, -93.114733",virginia_blair
lafond_virginia,"44.960441, -93.114734",virginia_lafond
thomas_virginia,"44.959374, -93.114722",virginia_thomas
edmund_virginia,"44.958485, -93.114849",virginia_edmund
charles_virginia,"44.957572, -93.114849",virginia_charles
sherburne_virginia,"44.956666, -93.114846",virginia_sherburne
university_virginia,"44.955872, -93.114846",virginia_university
minnehaha_farrington,"44.962988, -93.113424",farrington_minnehaha
vanburen_farrington,"44.962263, -93.113432",farrington_vanburen
blair_farrington,"44.961422, -93.113435",farrington_blair
lafond_farrington,"44.960437, -93.113424",farrington_lafond
thomas_farrington,"44.959383, -93.113430",farrington_thomas
edmund_farrington,"44.958487, -93.113425",farrington_edmund
charles_farrington,"44.957578, -93.113414",farrington_charles
sherburne_farrington,"44.956684, -93.113421",farrington_sherburne
university_farrington,"44.955875, -93.113418",farrington_university
vanburen_elfelt,"44.962269, -93.111974",elfelt_vanburen
blair_elfelt,"44.961419, -93.112012",elfelt_blair
lafond_elfelt,"44.960431, -93.112017",elfelt_lafond
thomas_elfelt,"44.959384, -93.112008",elfelt_thomas
edmund_elfelt,"44.958497, -93.112009",elfelt_edmund
charles_elfelt,"44.957590, -93.112004",elfelt_charles
lafond_galtier,"44.960422, -93.110590",galtier_lafond
thomas_galtier,"44.959387, -93.110589",galtier_thomas
edmund_galtier,"44.958498, -93.110588",galtier_edmund
charles_galtier,"44.957593, -93.110592",galtier_charles
sherburne_galtier,"44.956689, -93.110588",galtier_sherburne
university_galtier,"44.955859, -93.110583",galtier_university
como_galtier,"44.961513, -93.110586",galtier_como
como_marion,"44.960768, -93.109253",marion_como
thomas_marion,"44.959398, -93.109363",marion_thomas
edmund_marion,"44.958506, -93.109361",marion_edmund
charles_marion,"44.957592, -93.109346",marion_charles
sherburne_marion,"44.956705, -93.109355",marion_sherburne
university_marion,"44.955888, -93.109287",marion_university
aurora_marion,"44.954892, -93.109300",marion_aurora
como_rice,"44.958975, -93.105941",rice_como
edmund_rice,"44.958528, -93.105949",rice_edmund
charles_rice,"44.957614, -93.105951",rice_charles
sherburne_rice,"44.956848, -93.105964",rice_sherburne
university_rice,"44.955847, -93.105959",rice_university
aurora_rice,"44.954890, -93.105965",rice_aurora
fuller_marion,"44.953989, -93.109333",marion_fuller
ravoux_marion,"44.952202, -93.109951",marion_ravoux
stanthony_marion,"44.951379, -93.110043",marion_stanthony
ravoux_stanthony,"44.951390, -93.113338",stanthony_ravoux
aurora_galtier,"44.954891, -93.111016",galtier_aurora
fuller_galtier,"44.953991, -93.111021",galtier_fuller
aurora_farrington,"44.954888, -93.113270",farrington_aurora
fuller_farrington,"44.953989, -93.113264",farrington_fuller
virginia_farrington,"44.952219, -93.113287",farrington_virginia
ravoux_farrington,"44.952148, -93.113235",farrington_ravoux
aurora_virginia,"44.954881, -93.114693",virginia_aurora
fuller_virginia,"44.953981, -93.114697",virginia_fuller
aurora_western,"44.954906, -93.116150",western_aurora
fuller_western,"44.953985, -93.116142",western_fuller
central_western,"44.953090, -93.116145",western_central
stanthony_western,"44.951786, -93.116136",western_stanthony
central_arundel,"44.953081, -93.118654",arundel_central
stanthony_arundel,"44.952177, -93.118666",arundel_stanthony
aurora_arundel,"44.954895, -93.118649",arundel_aurora
aurora_mackubin,"44.954884, -93.121223",mackubin_aurora
central_kent,"44.953043, -93.123781",kent_central
stanthony_kent,"44.952165, -93.123766",kent_stanthony
aurora_dale,"44.954812, -93.126369",dale_aurora
fuller_dale,"44.953949, -93.126372",dale_fuller
central_dale,"44.953021, -93.126372",dale_central
stanthony_dale,"44.952142, -93.126381",dale_stanthony
aurora_stalbans,"44.954812, -93.128893",stalbans_aurora
fuller_stalbans,"44.953939, -93.128892",stalbans_fuller
central_stalbans,"44.953038, -93.128879",stalbans_central
stanthony_stalbans,"44.952151, -93.128878",stalbans_stanthony
aurora_grotto,"44.954828, -93.131430",grotto_aurora
fuller_grotto,"44.953936, -93.131418",grotto_fuller
central_grotto,"44.953045, -93.131414",grotto_central
stanthony_grotto,"44.952159, -93.131401",grotto_stanthony
aurora_avon,"44.954832, -93.133240",avon_aurora
fuller_avon,"44.953940, -93.133228",avon_fuller
central_avon,"44.953048, -93.133223",avon_central
stanthony_avon,"44.952160, -93.133218",avon_stanthony
aurora_fisk,"44.954830, -93.136487",fisk_aurora
fuller_fisk,"44.953945, -93.134856",fisk_fuller
central_fisk,"44.953047, -93.134838",fisk_central
aurora_victoria,"44.954830, -93.136487",victoria_aurora
fuller_victoria,"44.953944, -93.136480",victoria_fuller
central_victoria,"44.953056, -93.136481",victoria_central
stanthony_victoria,"44.952147, -93.136472",victoria_stanthony
aurora_milton,"44.954836, -93.139027",milton_aurora
fuller_milton,"44.953947, -93.139021",milton_fuller
central_milton,"44.953054, -93.139016",milton_central
stanthony_milton,"44.952155, -93.139017",milton_stanthony
aurora_chatsworth,"44.954835, -93.141553",chatsworth_aurora
fuller_chatsworth,"44.953945, -93.141544",chatsworth_fuller
central_chatsworth,"44.953051, -93.141553",chatsworth_central
stanthony_chatsworth,"44.952151, -93.141558",chatsworth_stanthony
aurora_oxford,"44.954837, -93.144094",oxford_aurora
fuller_oxford,"44.953937, -93.144097",oxford_fuller
central_oxford,"44.953045, -93.144098",oxford_central
stanthony_oxford,"44.952160, -93.144101",oxford_stanthony
aurora_lexington,"44.954837, -93.146552",lexington_aurora
fuller_lexington,"44.953930, -93.146544",lexington_fuller
central_lexington,"44.953039, -93.146769",lexington_central
stanthony_lexington,"44.952177, -93.146790",lexington_stanthony
central_dunlap,"44.953044, -93.149184",dunlap_central
stanthony_bigelow,"44.952242, -93.148126",bigelow_stanthony
stanthony_griggs,"44.952239, -93.151726",griggs_stanthony
stanthony_syndicate,"44.952266, -93.154252",syndicate_stanthony
bigelow_griggs,"44.952414, -93.151721",griggs_bigelow
piercebutler_hamline,"44.967874, -93.156858",hamline_piercebutler
taylor_hamline,"44.967447, -93.156857",hamline_taylor
hewitt_hamline,"44.966555, -93.156849",hamline_hewitt
hubbard_hamline,"44.965647, -93.156863",hamline_hubbard
seminary_hamline,"44.964744, -93.156844",hamline_seminary
englewood_hamline,"44.964131, -93.156851",hamline_englewood
minnehaha_hamline,"44.962956, -93.156832",hamline_minnehaha
vanburen_hamline,"44.962043, -93.156821",hamline_vanburen
blair_hamline,"44.961131, -93.156821",hamline_blair
lafond_hamline,"44.960235, -93.156825",hamline_lafond
thomas_hamline,"44.959336, -93.156833",hamline_thomas
edmund_hamline,"44.958427, -93.156833",hamline_edmund
charles_hamline,"44.957520, -93.156829",hamline_charles
sherburne_hamline,"44.956616, -93.156828",hamline_sherburne
university_hamline,"44.955811, -93.156832",hamline_university
piercebutler_taylor,"44.967529, -93.152682",taylor_piercebutler
piercebutler_syndicate,"44.967658, -93.154269",syndicate_piercebutler
taylor_syndicate,"44.967464, -93.154277",syndicate_taylor
hewitt_syndicate,"44.966570, -93.154273",syndicate_hewitt
hubbard_syndicate,"44.965660, -93.154277",syndicate_hubbard
seminary_syndicate,"44.964755, -93.154270",syndicate_seminary
englewood_syndicate,"44.963860, -93.154267",syndicate_englewood
minnehaha_syndicate,"44.962968, -93.154262",syndicate_minnehaha
vanburen_syndicate,"44.962053, -93.154274",syndicate_vanburen
blair_syndicate,"44.961146, -93.154275",syndicate_blair
lafond_syndicate,"44.960247, -93.154273",syndicate_lafond
thomas_syndicate,"44.959348, -93.154280",syndicate_thomas
edmund_syndicate,"44.958442, -93.154279",syndicate_edmund
charles_syndicate,"44.957540, -93.154275",syndicate_charles
sherburne_syndicate,"44.956636, -93.154273",syndicate_sherburne
university_syndicate,"44.955815, -93.154265",syndicate_university
piercebutler_griggs,"44.967253, -93.151707",griggs_piercebutler
hewitt_griggs,"44.966577, -93.151710",griggs_hewitt
hubbard_griggs,"44.965686, -93.151711",griggs_hubbard
seminary_griggs,"44.964777, -93.151718",griggs_seminary
englewood_griggs,"44.963881, -93.151703",griggs_englewood
minnehaha_griggs,"44.962985, -93.151722",griggs_minnehaha
vanburen_griggs,"44.962074, -93.151720",griggs_vanburen
blair_griggs,"44.961171, -93.151720",griggs_blair
lafond_griggs,"44.960269, -93.151725",griggs_lafond
thomas_griggs,"44.959361, -93.151729",griggs_thomas
edmund_griggs,"44.958459, -93.151729",griggs_edmund
charles_griggs,"44.957552, -93.151718",griggs_charles
sherburne_griggs,"44.956666, -93.151736",griggs_sherburne
university_griggs,"44.955816, -93.151723",griggs_university
piercebutler_dunlap,"44.966556, -93.149147",dunlap_piercebutler
hubbard_dunlap,"44.965699, -93.149158",dunlap_hubbard
seminary_dunlap,"44.964799, -93.149153",dunlap_seminary
englewood_dunlap,"44.963893, -93.149162",dunlap_englewood
minnehaha_dunlap,"44.963003, -93.149162",dunlap_minnehaha
vanburen_dunlap,"44.962084, -93.149160",dunlap_vanburen
blair_dunlap,"44.961180, -93.149175",dunlap_blair
lafond_dunlap,"44.960279, -93.149170",dunlap_lafond
thomas_dunlap,"44.959368, -93.149170",dunlap_thomas
edmund_dunlap,"44.958459, -93.149181",dunlap_edmund
charles_dunlap,"44.957553, -93.149174",dunlap_charles
sherburne_dunlap,"44.956649, -93.149173",dunlap_sherburne
university_dunlap,"44.955825, -93.149176",dunlap_university
hamline_concordia,"44.951329, -93.156829",concordia_hamline
griggs_concordia,"44.951140, -93.151721",concordia_griggs
lexington_concordia,"44.951267, -93.146619",concordia_lexington
oxford_concordia,"44.951275, -93.144092",concordia_oxford
chatsworth_concordia,"44.951274, -93.141555",concordia_chatsworth
milton_concordia,"44.951281, -93.139018",concordia_milton
victoria_concordia,"44.951272, -93.136456",concordia_victoria
fisk_concordia,"44.951283, -93.134836",concordia_fisk
avon_concordia,"44.951279, -93.133211",concordia_avon
grotto_concordia,"44.951278, -93.131398",concordia_grotto
stalbans_concordia,"44.951280, -93.128861",concordia_stalbans
dale_concordia,"44.951282, -93.126321",concordia_dale
mackubin_concordia,"44.951314, -93.121236",concordia_mackubin
arundel_concordia,"44.951066, -93.118670",concordia_arundel
western_concordia,"44.950680, -93.116159",concordia_western
marion_concordia,"44.950286, -93.109631",concordia_marion
virginia_carroll,"44.949502, -93.114774",carroll_virginia
western_carroll,"44.949494, -93.116163",carroll_western
mackubin_carroll,"44.950369, -93.121233",carroll_mackubin
arundel_carroll,"44.950386, -93.118685",carroll_arundel
griggs_carroll,"44.950280, -93.151790",carroll_griggs
oxford_carroll,"44.950303, -93.144082",carroll_oxford
chatsworth_carroll,"44.950298, -93.141555",carroll_chatsworth
milton_carroll,"44.950326, -93.139007",carroll_milton
victoria_carroll,"44.950345, -93.136466",carroll_victoria
fisk_carroll,"44.950341, -93.134835",carroll_fisk
avon_carroll,"44.950346, -93.133213",carroll_avon
grotto_carroll,"44.950342, -93.131401",carroll_grotto
stalbans_carroll,"44.950341, -93.128876",carroll_stalbans
dale_carroll,"44.950341, -93.126317",carroll_dale
syndicate_carroll,"44.950261, -93.154228",carroll_syndicate
kent_iglehart,"44.949396, -93.123778",iglehart_kent
mackubin_iglehart,"44.949480, -93.121230",iglehart_mackubin
arundel_iglehart,"44.949468, -93.118668",iglehart_arundel
oxford_iglehart,"44.949428, -93.144110",iglehart_oxford
chatsworth_iglehart,"44.949422, -93.141557",iglehart_chatsworth
milton_iglehart,"44.949436, -93.139012",iglehart_milton
victoria_iglehart,"44.949444, -93.136463",iglehart_victoria
fisk_iglehart,"44.949439, -93.134821",iglehart_fisk
avon_iglehart,"44.949440, -93.133202",iglehart_avon
grotto_iglehart,"44.949446, -93.131383",iglehart_grotto
stalbans_iglehart,"44.949433, -93.128858",iglehart_stalbans
dale_iglehart,"44.949442, -93.126307",iglehart_dale
johnireland_marshall,"44.948203, -93.108009",marshall_johnireland
louis_marshall,"44.948194, -93.109919",marshall_louis
farrington_marshall,"44.948203, -93.113399",marshall_farrington
virginia_marshall,"44.948205, -93.114729",marshall_virginia
kent_marshall,"44.948538, -93.123758",marshall_kent
mackubin_marshall,"44.948566, -93.121235",marshall_mackubin
arundel_marshall,"44.948566, -93.118657",marshall_arundel
snelling_marshall,"44.948435, -93.167006",marshall_snelling
pascal_marshall,"44.948478, -93.161882",marshall_pascal
hamline_marshall,"44.948530, -93.156810",marshall_hamline
griggs_marshall,"44.948532, -93.151737",marshall_griggs
lexington_marshall,"44.948558, -93.146645",marshall_lexington
oxford_marshall,"44.948541, -93.144110",marshall_oxford
chatsworth_marshall,"44.948544, -93.141557",marshall_chatsworth
milton_marshall,"44.948550, -93.139024",marshall_milton
victoria_marshall,"44.948533, -93.136460",marshall_victoria
fisk_marshall,"44.948531, -93.134811",marshall_fisk
avon_marshall,"44.948533, -93.133188",marshall_avon
grotto_marshall,"44.948533, -93.131397",marshall_grotto
stalbans_marshall,"44.948534, -93.128846",marshall_stalbans
dale_marshall,"44.948532, -93.126311",marshall_dale
iglehart_marshall,"44.948553, -93.146078",marshall_iglehart
western_marshall,"44.948211, -93.116157",marshall_western
dunlap_marshall,"44.948539, -93.149184",marshall_dunlap
albert_marshall,"44.948494, -93.159404",marshall_albert
syndicate_marshall,"44.948532, -93.154267",marshall_syndicate
stanthony_pascal,"44.952175, -93.161895",pascal_stanthony
dunlap_bigelow,"44.952588, -93.149180",bigelow_dunlap
syndicate_donohue,"44.953464, -93.154251",donohue_syndicate
maryland_i94,"44.950886, -93.109957",i94_maryland
western_i94,"44.951222, -93.116132",i94_western
dale_i94,"44.951720, -93.126326",i94_dale
victoria_i94,"44.951777, -93.136470",i94_victoria
lexington_i94,"44.951730, -93.146632",i94_lexington
hamline_i94,"44.951749, -93.156835",i94_hamline
pascal_i94,"44.951669, -93.161921",i94_pascal
mtairy_linden,"44.959025, -93.095111",linden_mtairy
arch_linden,"44.960767, -93.095135",linden_arch
arch_wales,"44.960332, -93.096879",wales_arch
mtairy_wales,"44.959347, -93.097249",wales_mtairy
university_jackson,"44.955956, -93.096982",jackson_university
mtairy_jackson,"44.959459, -93.098604",jackson_mtairy
pennsylvania_rice,"44.960366, -93.105941",rice_pennsylvania
sherburne_cedar,"44.956855, -93.100879",cedar_sherburne
